

Microchip Technology PIC18 LITE Macro Assembler V1.32 build 58300 
                                                                                               Wed Aug 06 11:02:16 2014

Microchip Technology Omniscient Code Generator (Lite mode) build 58300
     1                           	processor	18F2550
  1914  00114E  C002  F01D         	movff	?___lwmod+1,lcd_bcd@ui_decimal+7
  1915                           
  1916                           ;CurretSense.c: 369: ui_decimal[2] = ui_decimal[3]%1000;
  1917  001152  C01C  F001         	movff	lcd_bcd@ui_decimal+6,___lwmod@dividend
  1918  001156  C01D  F002         	movff	lcd_bcd@ui_decimal+7,___lwmod@dividend+1
  1919  00115A  0E03               	movlw	3
  1920  00115C  6E04               	movwf	___lwmod@divisor+1,c
  1921  00115E  0EE8               	movlw	232
  1922  001160  6E03               	movwf	___lwmod@divisor,c
  1923  001162  ECE3  F00B         	call	___lwmod	;wreg free
  1924  001166  C001  F01A         	movff	?___lwmod,lcd_bcd@ui_decimal+4
  1925  00116A  C002  F01B         	movff	?___lwmod+1,lcd_bcd@ui_decimal+5
  1926                           
  1927                           ;CurretSense.c: 370: ui_decimal[3] = ui_decimal[3]/1000;
  1928  00116E  C01C  F001         	movff	lcd_bcd@ui_decimal+6,___lwdiv@dividend
  1929  001172  C01D  F002         	movff	lcd_bcd@ui_decimal+7,___lwdiv@dividend+1
  1930  001176  0E03               	movlw	3
  1931  001178  6E04               	movwf	___lwdiv@divisor+1,c
  1932  00117A  0EE8               	movlw	232
  1933  00117C  6E03               	movwf	___lwdiv@divisor,c
  1934  00117E  EC49  F00B         	call	___lwdiv	;wreg free
  1935  001182  C001  F01C         	movff	?___lwdiv,lcd_bcd@ui_decimal+6
  1936  001186  C002  F01D         	movff	?___lwdiv+1,lcd_bcd@ui_decimal+7
  1937                           
  1938                           ;CurretSense.c: 371: ui_decimal[1] = ui_decimal[2]%100;
  1939  00118A  C01A  F001         	movff	lcd_bcd@ui_decimal+4,___lwmod@dividend
  1940  00118E  C01B  F002         	movff	lcd_bcd@ui_decimal+5,___lwmod@dividend+1
  1941  001192  0E00               	movlw	0
  1942  001194  6E04               	movwf	___lwmod@divisor+1,c
  1943  001196  0E64               	movlw	100
  1944  001198  6E03               	movwf	___lwmod@divisor,c
  1945  00119A  ECE3  F00B         	call	___lwmod	;wreg free
  1946  00119E  C001  F018         	movff	?___lwmod,lcd_bcd@ui_decimal+2
  1947  0011A2  C002  F019         	movff	?___lwmod+1,lcd_bcd@ui_decimal+3
  1948                           
  1949                           ;CurretSense.c: 372: ui_decimal[2] = ui_decimal[2]/100;
  1950  0011A6  C01A  F001         	movff	lcd_bcd@ui_decimal+4,___lwdiv@dividend
  1951  0011AA  C01B  F002         	movff	lcd_bcd@ui_decimal+5,___lwdiv@dividend+1
  1952  0011AE  0E00               	movlw	0
  1953  0011B0  6E04               	movwf	___lwdiv@divisor+1,c
  1954  0011B2  0E64               	movlw	100
  1955  0011B4  6E03               	movwf	___lwdiv@divisor,c
  1956  0011B6  EC49  F00B         	call	___lwdiv	;wreg free
  1957  0011BA  C001  F01A         	movff	?___lwdiv,lcd_bcd@ui_decimal+4
  1958  0011BE  C002  F01B         	movff	?___lwdiv+1,lcd_bcd@ui_decimal+5
  1959                           
  1960                           ;CurretSense.c: 373: ui_decimal[0] = ui_decimal[1]%10;
  1961  0011C2  C018  F001         	movff	lcd_bcd@ui_decimal+2,___lwmod@dividend
  1962  0011C6  C019  F002         	movff	lcd_bcd@ui_decimal+3,___lwmod@dividend+1
  1963  0011CA  0E00               	movlw	0
  1964  0011CC  6E04               	movwf	___lwmod@divisor+1,c
  1965  0011CE  0E0A               	movlw	10
  1966  0011D0  6E03               	movwf	___lwmod@divisor,c
  1967  0011D2  ECE3  F00B         	call	___lwmod	;wreg free
  1968  0011D6  C001  F016         	movff	?___lwmod,lcd_bcd@ui_decimal
  1969  0011DA  C002  F017         	movff	?___lwmod+1,lcd_bcd@ui_decimal+1
  1970                           
  1971                           ;CurretSense.c: 374: ui_decimal[1] = ui_decimal[1]/10;
  1972  0011DE  C018  F001         	movff	lcd_bcd@ui_decimal+2,___lwdiv@dividend
  1973  0011E2  C019  F002         	movff	lcd_bcd@ui_decimal+3,___lwdiv@dividend+1
  1974  0011E6  0E00               	movlw	0
  1975  0011E8  6E04               	movwf	___lwdiv@divisor+1,c
  1976  0011EA  0E0A               	movlw	10
  1977  0011EC  6E03               	movwf	___lwdiv@divisor,c
  1978  0011EE  EC49  F00B         	call	___lwdiv	;wreg free
  1979  0011F2  C001  F018         	movff	?___lwdiv,lcd_bcd@ui_decimal+2
  1980  0011F6  C002  F019         	movff	?___lwdiv+1,lcd_bcd@ui_decimal+3
  1981                           
  1982                           ;CurretSense.c: 376: if (uc_digit > 5) uc_digit = 5;
  1983  0011FA  0E05               	movlw	5
  1984  0011FC  6420               	cpfsgt	lcd_bcd@uc_digit,c
  1985  0011FE  D01C               	goto	L4
  1986  001200  0E05               	movlw	5
  1987  001202  6E20               	movwf	lcd_bcd@uc_digit,c
  1988  001204  D019               	goto	L4
  1989  001206                     l1698:
  1990                           
  1991                           ;CurretSense.c: 378: {
  1992                           ;CurretSense.c: 379: lcd_putchar(ui_decimal[uc_digit - 1] + 0x30);
  1993  001206  0EFE               	movlw	254
  1994  001208  6E12               	movwf	??_lcd_bcd& (0+255),c
  1995  00120A  0EFF               	movlw	255
  1996  00120C  6E13               	movwf	(??_lcd_bcd+1)& (0+255),c
  1997  00120E  5020               	movf	lcd_bcd@uc_digit,w,c
  1998  001210  6E14               	movwf	(??_lcd_bcd+2)& (0+255),c
  1999  001212  6A15               	clrf	(??_lcd_bcd+3)& (0+255),c
  2000  001214  90D8               	bcf	status,0,c
  2001  001216  3614               	rlcf	??_lcd_bcd+2,f,c
  2002  001218  3615               	rlcf	??_lcd_bcd+3,f,c
  2003  00121A  5012               	movf	??_lcd_bcd,w,c
  2004  00121C  2614               	addwf	??_lcd_bcd+2,f,c
  2005  00121E  5013               	movf	??_lcd_bcd+1,w,c
  2006  001220  2215               	addwfc	??_lcd_bcd+3,f,c
  2007  001222  0E16               	movlw	low lcd_bcd@ui_decimal
  2008  001224  2414               	addwf	??_lcd_bcd+2,w,c
  2009  001226  6ED9               	movwf	fsr2l,c
  2010  001228  0E00               	movlw	high lcd_bcd@ui_decimal
  2011  00122A  2015               	addwfc	??_lcd_bcd+3,w,c
  2012  00122C  6EDA               	movwf	fsr2h,c
  2013  00122E  50DF               	movf	indf2,w,c
  2014  001230  0F30               	addlw	48
  2015  001232  EC63  F00C         	call	_lcd_putchar
  2016  001236  0620               	decf	lcd_bcd@uc_digit,f,c
  2017  001238                     L4:
  2018  001238  6620               	tstfsz	lcd_bcd@uc_digit,c
  2019  00123A  D7E5               	goto	l1698
  2020  00123C  0012               	return	
  2021  00123E                     __end_of_lcd_bcd:
  2022                           	opt stack 0
  2023                           tblptru	equ	0xFF8
  2024                           tblptrh	equ	0xFF7
  2025                           tblptrl	equ	0xFF6
  2026                           tablat	equ	0xFF5
  2027                           prodl	equ	0xFF3
  2028                           postinc0	equ	0xFEE
  2029                           wreg	equ	0xFE8
  2030                           postinc1	equ	0xFE6
  2031                           postdec1	equ	0xFE5
  2032                           fsr1l	equ	0xFE1
  2033                           indf2	equ	0xFDF
  2034                           postinc2	equ	0xFDE
  2035                           fsr2h	equ	0xFDA
  2036                           fsr2l	equ	0xFD9
  2037                           status	equ	0xFD8
  2038                           
  2039 ;; *************** function _lcd_putchar *****************
  2040 ;; Defined at:
  2041 ;;		line 297 in file "CurretSense.c"
  2042 ;; Parameters:    Size  Location     Type
  2043 ;;  data            1    wreg     unsigned char 
  2044 ;; Auto vars:     Size  Location     Type
  2045 ;;  data            1    3[COMRAM] unsigned char 
  2046 ;; Return value:  Size  Location     Type
  2047 ;;		None               void
  2048 ;; Registers used:
  2049 ;;		wreg, status,2, status,0, cstack
  2050 ;; Tracked objects:
  2051 ;;		On entry : 0/0
  2052 ;;		On exit  : 0/0
  2053 ;;		Unchanged: 0/0
  2054 ;; Data sizes:     COMRAM   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6   BANK7
  2055 ;;      Params:         0       0       0       0       0       0       0       0       0
  2056 ;;      Locals:         1       0       0       0       0       0       0       0       0
  2057 ;;      Temps:          0       0       0       0       0       0       0       0       0
  2058 ;;      Totals:         1       0       0       0       0       0       0       0       0
  2059 ;;Total ram usage:        1 bytes
  2060 ;; Hardware stack levels used:    1
  2061 ;; Hardware stack levels required when called:    3
  2062 ;; This function calls:
  2063 ;;		_delay_ms
  2064 ;;		_delay_us
  2065 ;;		_lcd_4bit_write
  2066 ;; This function is called by:
  2067 ;;		_main
  2068 ;;		_lcd_putstr
  2069 ;;		_lcd_bcd
  2070 ;; This function uses a non-reentrant model
  2071 ;;
  2072                           
  2073                           	psect	text8
  2074  0018C6                     __ptext8:
  2075                           	opt stack 0
  2076  0018C6                     _lcd_putchar:
  2077                           	opt stack 26
  2078                           
  2079                           ;incstack = 0
  2080                           ;lcd_putchar@data stored from wreg
  2081  0018C6  6E04               	movwf	lcd_putchar@data,c
  2082                           
  2083                           ;CurretSense.c: 299: LATBbits.LATB2 = 1;
  2084  0018C8  848A               	bsf	3978,2,c	;volatile
  2085                           
  2086                           ;CurretSense.c: 300: delay_us(5);
  2087  0018CA  0E05               	movlw	5
  2088  0018CC  ECA1  F00C         	call	_delay_us
  2089                           
  2090                           ;CurretSense.c: 301: lcd_4bit_write(data);
  2091  0018D0  5004               	movf	lcd_putchar@data,w,c
  2092  0018D2  EC04  F00C         	call	_lcd_4bit_write
  2093                           
  2094                           ;CurretSense.c: 302: delay_ms(1);
  2095  0018D6  0E00               	movlw	0
  2096  0018D8  6E02               	movwf	delay_ms@ui_data+1,c
  2097  0018DA  0E01               	movlw	1
  2098  0018DC  6E01               	movwf	delay_ms@ui_data,c
  2099  0018DE  EC43  F00C         	call	_delay_ms	;wreg free
  2100  0018E2  0012               	return	
  2101  0018E4                     __end_of_lcd_putchar:
  2102                           	opt stack 0
  2103                           tblptru	equ	0xFF8
  2104                           tblptrh	equ	0xFF7
  2105                           tblptrl	equ	0xFF6
  2106                           tablat	equ	0xFF5
  2107                           prodl	equ	0xFF3
  2108                           postinc0	equ	0xFEE
  2109                           wreg	equ	0xFE8
  2110                           postinc1	equ	0xFE6
  2111                           postdec1	equ	0xFE5
  2112                           fsr1l	equ	0xFE1
  2113                           indf2	equ	0xFDF
  2114                           postinc2	equ	0xFDE
  2115                           fsr2h	equ	0xFDA
  2116                           fsr2l	equ	0xFD9
  2117                           status	equ	0xFD8
  2118                           
  2119 ;; *************** function _lcd_4bit_write *****************
  2120 ;; Defined at:
  2121 ;;		line 278 in file "CurretSense.c"
  2122 ;; Parameters:    Size  Location     Type
  2123 ;;  data            1    wreg     unsigned char 
  2124 ;; Auto vars:     Size  Location     Type
  2125 ;;  data            1    2[COMRAM] unsigned char 
  2126 ;; Return value:  Size  Location     Type
  2127 ;;		None               void
  2128 ;; Registers used:
  2129 ;;		wreg, status,2, status,0, cstack
  2130 ;; Tracked objects:
  2131 ;;		On entry : 0/0
  2132 ;;		On exit  : 0/0
  2133 ;;		Unchanged: 0/0
  2134 ;; Data sizes:     COMRAM   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6   BANK7
